wid,ecoregion,start_year,end_year,tp_mean,tp_count,tp_tsi,eco_tp_min,eco_tp_max,chl_mean,chl_count,chl_tsc,eco_chl_min,eco_chl_max,transp_mean,transp_count,transp_tsi,eco_transp_min,eco_transp_max,overall_tsi
11-0474-00,NLF,2004,2013,16.55,10,44.62,42,52,4.85,10,46.09,44,53,3.8,17,40.75,38,47,43.82
11-0476-00,NLF,2004,2013,7.84,19,33.85,42,52,2.16,19,38.15,44,53,7.57,102,30.83,38,47,34.28
11-0480-00,NLF,2004,2013,12.82,11,40.93,42,52,3.4,10,42.61,44,53,3.98,12,40.1,38,47,41.21
11-0381-00,NLF,2004,2013,21.5,8,48.39,42,52,5.5,8,47.32,44,53,3.54,8,41.77,38,47,45.83
82-0128-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.33,15,55.85,43,54,55.85
82-0130-00,NCHF,2004,2013,27.21,57,51.79,49,61,5.32,57,47,46,61,2.56,73,46.45,43,54,48.41
82-0132-00,NCHF,2004,2013,57,45,62.45,49,61,20.32,45,60.15,46,61,2.07,45,49.52,43,54,57.37
82-0133-00,NCHF,2004,2013,33.12,65,54.62,49,61,7.32,65,50.13,46,61,2.27,65,48.17,43,54,50.97
82-0134-01,NCHF,2004,2013,60.72,25,63.36,49,61,15.21,25,57.3,46,61,1.65,25,52.82,43,54,57.83
82-0135-00,NCHF,2004,2013,70.63,19,65.54,49,61,66.95,19,71.84,46,61,0.69,23,65.36,43,54,67.58
82-0137-00,NCHF,2004,2013,45.82,11,59.3,49,61,8.95,11,52.11,46,61,2.66,11,45.88,43,54,52.43
82-0140-00,NCHF,2004,2013,27.4,15,51.89,49,61,3.88,15,43.9,46,61,1.5,2,54.16,43,54,49.98
82-0146-00,NCHF,2004,2013,139.83,6,75.39,49,61,8.8,2,51.93,46,61,,,,43,54,63.66
82-0148-00,NCHF,2004,2013,84.39,28,68.11,49,61,41.66,28,67.19,46,61,1.29,28,56.33,43,54,63.88
82-0151-00,NCHF,2004,2013,58.9,63,62.92,49,61,90.77,63,74.83,46,61,1.63,63,52.94,43,54,63.56
82-0153-00,NCHF,2004,2013,20.29,59,47.55,49,61,3.23,58,42.09,46,61,3.15,86,43.44,43,54,44.36
82-0159-00,NCHF,2004,2013,35.05,91,55.44,49,61,17.95,91,58.93,46,61,1.61,149,53.15,43,54,55.84
82-0162-00,NCHF,2004,2013,219.18,33,81.87,49,61,50.45,33,69.06,46,61,0.92,38,61.13,43,54,70.69
82-0163-00,NCHF,2004,2013,31.76,33,54.02,49,61,7.65,31,50.57,46,61,1.75,149,51.91,43,54,52.17
82-0166-00,NCHF,2004,2013,40.08,44,57.37,49,61,13.83,51,56.37,46,61,1.83,44,51.26,43,54,55
82-0167-00,NCHF,2004,2013,17.29,58,45.25,49,61,5.6,58,47.51,46,61,3.15,90,43.48,43,54,45.41
69-0864-00,NLF,2004,2013,,,,42,52,,,,44,53,2.34,49,47.73,38,47,47.73
69-0870-00,NLF,2004,2013,,,,42,52,,,,44,53,1.42,9,54.94,38,47,54.94
69-0871-00,NLF,2004,2013,,,,42,52,,,,44,53,3.87,4,40.51,38,47,40.51
69-0872-00,NLF,2004,2013,,,,42,52,,,,44,53,3.75,4,40.95,38,47,40.95
69-0889-00,NLF,2004,2013,,,,42,52,,,,44,53,4.58,87,38.07,38,47,38.07
69-0912-00,NLF,2004,2013,11.88,8,39.83,42,52,4.3,8,44.91,44,53,3.29,8,42.82,38,47,42.52
69-0920-00,NLF,2004,2013,,,,42,52,,,,44,53,1.2,1,57.37,38,47,57.37
69-0932-00,NLF,2004,2013,12.43,14,40.49,42,52,4.07,14,44.37,44,53,3.45,143,42.17,38,47,42.34
69-0933-00,NLF,2004,2013,11.07,14,38.82,42,52,3.43,14,42.69,44,53,3.31,75,42.75,38,47,41.42
69-0936-00,NLF,2004,2013,,,,42,52,,,,44,53,2.69,10,45.74,38,47,45.74
69-0937-00,NLF,2004,2013,,,,42,52,,,,44,53,2.52,4,46.66,38,47,46.66
69-0939-01,NLF,2004,2013,9.07,14,35.95,42,52,2.68,14,40.27,44,53,4.07,87,39.76,38,47,38.66
69-0939-02,NLF,2004,2013,,,,42,52,,,,44,53,3.6,3,41.54,38,47,41.54
69-0939-03,NLF,2004,2013,15.71,14,43.87,42,52,5.43,14,47.2,44,53,1.44,20,54.71,38,47,48.59
69-0965-00,NLF,2004,2013,,,,42,52,,,,44,53,1.25,40,56.78,38,47,56.78
69-0987-00,NLF,2004,2013,,,,42,52,,,,44,53,2.13,1,49.1,38,47,49.1
69-0994-00,NLF,2004,2013,39.22,9,57.06,42,52,14.83,8,57.05,44,53,1.74,8,52.04,38,47,55.38
69-0868-00,NLF,2004,2013,,,,42,52,,,,44,53,2.34,4,47.76,38,47,47.76
69-0869-00,NLF,2004,2013,,,,42,52,,,,44,53,1.54,4,53.75,38,47,53.75
69-1287-00,NLF,2004,2013,,,,42,52,,,,44,53,3.66,1,41.3,38,47,41.3
69-1290-00,NLF,2004,2013,23.86,14,49.89,42,52,5.43,14,47.2,44,53,1.55,26,53.7,38,47,50.26
69-1306-00,NLF,2004,2013,,,,42,52,,,,44,53,8.61,6,28.98,38,47,28.98
70-0009-00,NCHF,2004,2013,,,,49,61,,,,46,61,3.99,61,40.05,43,54,40.05
11-0484-00,NLF,2004,2013,34.44,9,55.19,42,52,2.33,9,38.91,44,53,1.66,9,52.69,38,47,48.93
11-0482-00,NLF,2004,2013,10,4,37.35,42,52,2.5,4,39.58,44,53,5.15,4,36.38,38,47,37.77
11-0488-00,NLF,2004,2013,15.78,9,43.93,42,52,4.56,9,45.48,44,53,3.88,9,40.47,38,47,43.29
11-0490-00,NLF,2004,2013,16.13,8,44.24,42,52,4.57,7,45.51,44,53,3.4,110,42.36,38,47,44.04
11-0493-00,NLF,2004,2013,20.8,10,47.91,42,52,7.3,10,50.1,44,53,2.75,10,45.41,38,47,47.81
11-0494-00,NLF,2004,2013,22,8,48.72,42,52,4.66,8,45.69,44,53,2.69,8,45.75,38,47,46.72
11-0500-00,NLF,2004,2013,15.8,10,43.95,42,52,5.5,10,47.32,44,53,3.46,10,42.1,38,47,44.46
11-0502-00,NLF,2004,2013,10.3,10,37.78,42,52,2.5,10,39.59,44,53,4.66,89,37.81,38,47,38.39
11-0504-00,NLF,2004,2013,19,9,46.61,42,52,4.44,9,45.23,44,53,3.82,197,40.69,38,47,44.18
11-0505-00,NLF,2004,2013,32.4,10,54.31,42,52,15.8,10,57.68,44,53,2.43,10,47.19,38,47,53.06
11-0777-00,NLF,2004,2013,31,1,53.67,42,52,,,,44,53,0.76,1,63.95,38,47,58.81
11-0780-00,NLF,2004,2013,30,1,53.2,42,52,,,,44,53,2.01,1,49.94,38,47,51.57
11-1013-00,NLF,2004,2013,,,,42,52,,,,44,53,2.3,1,48,38,47,48
11-1033-00,NLF,2004,2013,28,1,52.2,42,52,77.7,1,73.3,44,53,0.9,1,61.52,38,47,62.34
12-0067-00,WCBP,2004,2013,231,1,82.63,64,76,,,,64,74,,,,60,70,82.63
13-0005-00,NCHF,2004,2013,49.6,15,60.45,49,61,5.8,15,47.84,46,61,2.1,28,49.31,43,54,52.53
13-0011-00,NCHF,2004,2013,66.4,10,64.65,49,61,27.92,10,63.26,46,61,1.11,10,58.46,43,54,62.12
13-0012-01,NCHF,2004,2013,42.71,31,58.29,49,61,28.7,42,63.53,46,61,2.19,65,48.7,43,54,56.84
13-0012-02,NCHF,2004,2013,71.46,26,65.71,49,61,36.06,27,65.77,46,61,1.35,68,55.64,43,54,62.37
82-0187-00,NCHF,2004,2013,201.63,8,80.67,49,61,173,8,81.15,46,61,0.48,8,70.73,43,54,77.52
82-0301-00,NCHF,2004,2013,89.96,26,69.03,49,61,29.23,26,63.71,46,61,1.57,26,53.49,43,54,62.08
82-0305-00,NCHF,2004,2013,59.56,18,63.08,49,61,13.75,18,56.31,46,61,1.96,18,50.29,43,54,56.56
82-0308-00,NCHF,2004,2013,80.41,17,67.41,49,61,6.96,17,49.63,46,61,0.74,17,64.33,43,54,60.46
82-0313-00,NCHF,2004,2013,40.11,37,57.38,49,61,5.8,37,47.84,46,61,1.48,53,54.39,43,54,53.2
82-0318-00,NCHF,2004,2013,178.46,26,78.91,49,61,148.5,26,79.66,46,61,0.89,26,61.67,43,54,73.41
82-0333-00,NCHF,2004,2013,46.85,27,59.62,49,61,17.67,27,58.77,46,61,2.05,27,49.63,43,54,56.01
82-0334-00,NCHF,2004,2013,48.57,44,60.14,49,61,22.05,45,60.95,46,61,1.4,45,55.16,43,54,58.75
82-0365-00,NCHF,2004,2013,193.15,13,80.05,49,61,111.01,13,76.8,46,61,0.74,13,64.43,43,54,73.76
82-0368-00,NCHF,2004,2013,123.89,63,73.65,49,61,38.91,63,66.52,46,61,0.62,63,66.8,43,54,68.99
82-0385-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.17,9,57.71,43,54,57.71
82-0399-00,NCHF,2004,2013,72.8,10,65.98,49,61,15.64,9,57.58,46,61,0.75,10,64.11,43,54,62.56
82-0462-00,NCHF,2004,2013,117.85,20,72.92,49,61,44.58,20,67.85,46,61,0.77,20,63.72,43,54,68.16
82-0482-00,NCHF,2004,2013,291.11,9,85.96,49,61,177.86,9,81.43,46,61,0.53,9,69.06,43,54,78.82
82-0488-00,NCHF,2004,2013,78.3,15,67.03,49,61,23.9,15,61.74,46,61,1.26,15,56.71,43,54,61.83
82-0514-00,NCHF,2004,2013,207.45,42,81.08,49,61,70.27,42,72.32,46,61,0.7,41,65.15,43,54,72.85
83-0035-00,WCBP,2004,2013,103,1,70.98,64,76,,,,64,74,,,,60,70,70.98
82-0168-00,NCHF,2004,2013,620,2,96.87,49,61,,,,46,61,,,,43,54,96.87
83-0036-00,WCBP,2004,2013,,,,64,76,,,,64,74,0.83,12,62.77,60,70,62.77
70-0010-00,NCHF,2004,2013,27.29,26,51.83,49,61,4.78,26,45.95,46,61,3.39,26,42.41,43,54,46.73
70-0011-02,NCHF,2004,2013,40.68,33,57.59,49,61,9.98,33,53.17,46,61,2.73,33,45.51,43,54,52.09
70-0017-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.81,8,51.43,43,54,51.43
70-0018-00,NCHF,2004,2013,20.96,72,48.02,49,61,3.69,72,43.41,46,61,1.95,72,50.36,43,54,47.26
70-0019-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.55,5,53.65,43,54,53.65
70-0021-00,NCHF,2004,2013,61,14,63.43,49,61,17.42,14,58.63,46,61,1.21,14,57.29,43,54,59.78
70-0022-00,NCHF,2004,2013,130.93,86,74.44,49,61,42.54,86,67.39,46,61,1.37,87,55.49,43,54,65.77
70-0026-00,NCHF,2004,2013,23.7,79,49.79,49,61,9.65,79,52.83,46,61,2.43,126,47.2,43,54,49.94
70-0043-00,NCHF,2004,2013,,,,49,61,,,,46,61,0.3,8,77.35,43,54,77.35
70-0050-00,NCHF,2004,2013,78.03,54,66.98,49,61,48.55,53,68.69,46,61,0.87,53,62.03,43,54,65.9
70-0054-00,NCHF,2004,2013,94.92,140,69.8,49,61,48.97,135,68.77,46,61,1.05,144,59.35,43,54,65.97
70-0069-00,NCHF,2004,2013,43.84,145,58.66,49,61,19.26,145,59.62,46,61,1.35,145,55.68,43,54,57.99
70-0072-00,NCHF,2004,2013,65.49,139,64.45,49,61,47.87,139,68.55,46,61,1.11,308,58.55,43,54,63.85
70-0074-00,NCHF,2004,2013,297.8,45,86.29,49,61,43.55,45,67.62,46,61,0.82,36,62.85,43,54,72.25
70-0076-00,NCHF,2004,2013,248.44,33,83.68,49,61,133.72,32,78.63,46,61,0.57,33,68.07,43,54,76.79
70-0091-00,NCHF,2004,2013,203.31,59,80.79,49,61,65.65,58,71.65,46,61,0.88,59,61.92,43,54,71.45
70-0095-00,NCHF,2004,2013,49.26,66,60.35,49,61,39.58,66,66.68,46,61,1.25,95,56.82,43,54,61.28
13-0028-00,NCHF,2004,2013,40.84,31,57.64,49,61,25.42,41,62.34,46,61,2.5,73,46.81,43,54,55.6
13-0029-00,NCHF,2004,2013,289.67,9,85.89,49,61,256.13,9,85,46,61,0.21,9,82.19,43,54,84.36
13-0030-00,NCHF,2004,2013,491.88,16,93.53,49,61,82,15,73.83,46,61,0.36,16,74.87,43,54,80.74
13-0031-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.67,8,52.62,43,54,52.62
13-0032-01,NCHF,2004,2013,68.44,36,65.09,49,61,45.41,47,68.03,46,61,1.21,114,57.25,43,54,63.46
13-0032-02,NCHF,2004,2013,,,,49,61,,,,46,61,0.86,6,62.17,43,54,62.17
13-0033-00,NCHF,2004,2013,133.5,20,74.72,49,61,659.6,20,94.28,46,61,0.97,105,60.44,43,54,76.48
13-0034-00,NCHF,2004,2013,316.3,10,87.16,49,61,95.29,10,75.3,46,61,0.32,17,76.29,43,54,79.58
13-0035-00,NCHF,2004,2013,28.37,30,52.39,49,61,16.43,37,58.06,46,61,2.64,54,46,43,54,52.15
13-0013-00,NCHF,2004,2013,33.96,25,54.98,49,61,15.77,25,57.66,46,61,2,56,49.98,43,54,54.21
13-0014-00,NCHF,2004,2013,208.62,13,81.16,49,61,97.33,12,75.51,46,61,0.4,13,73.2,43,54,76.62
13-0037-00,NCHF,2004,2013,,,,49,61,,,,46,61,,,,43,54,0
13-0019-00,NCHF,2004,2013,45.39,23,59.17,49,61,11.31,23,54.4,46,61,3.31,19,42.77,43,54,52.11
13-0023-00,NCHF,2004,2013,149.37,41,76.34,49,61,68.37,41,72.05,46,61,0.67,41,65.79,43,54,71.39
13-0024-00,NCHF,2004,2013,32,6,54.13,49,61,1.32,5,33.32,46,61,1.34,17,55.83,43,54,47.76
13-0025-00,NCHF,2004,2013,74,16,66.21,49,61,29.29,16,63.73,46,61,0.64,16,66.49,43,54,65.48
13-0027-00,NCHF,2004,2013,43.71,28,58.62,49,61,36.66,35,65.93,46,61,1.42,110,54.93,43,54,59.83
13-0041-01,NCHF,2004,2013,40.7,27,57.6,49,61,14.76,21,57.01,46,61,1.52,96,53.96,43,54,56.19
83-0040-00,WCBP,2004,2013,,,,64,76,,,,64,74,0.67,20,65.73,60,70,65.73
83-0043-00,WCBP,2004,2013,50.4,10,60.68,64,76,23.7,10,61.65,64,74,1.6,78,53.24,60,70,58.52
83-0051-00,WCBP,2004,2013,549.9,5,95.14,64,76,143,3,79.29,64,74,0.2,3,83.19,60,70,85.87
83-0055-00,WCBP,2004,2013,92,1,69.35,64,76,,,,64,74,,,,60,70,69.35
83-0060-00,WCBP,2004,2013,246,1,83.54,64,76,,,,64,74,0.15,1,87.34,60,70,85.44
86-0046-00,NCHF,2004,2013,22.22,9,48.87,49,61,4.33,9,44.98,46,61,4.01,9,40,43,54,44.62
86-0051-00,NCHF,2004,2013,91.13,8,69.22,49,61,73.75,8,72.79,46,61,1.42,8,54.99,43,54,65.67
86-0001-00,NCHF,2004,2013,233.71,35,82.8,49,61,117.91,35,77.39,46,61,0.58,83,67.73,43,54,75.97
86-0009-00,NCHF,2004,2013,33.81,16,54.92,49,61,20.75,16,60.35,46,61,2.37,136,47.55,43,54,54.27
86-0011-00,NCHF,2004,2013,16.46,28,44.54,49,61,3.32,28,42.38,46,61,5.02,35,36.76,43,54,41.23
86-0017-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.15,59,58.02,43,54,58.02
86-0020-00,NCHF,2004,2013,128,7,74.12,49,61,57.57,7,70.36,46,61,0.81,7,63.06,43,54,69.18
86-0023-00,NCHF,2004,2013,53.64,36,61.57,49,61,40,36,66.79,46,61,1.29,206,56.34,43,54,61.57
86-0031-00,NCHF,2004,2013,128.43,10,74.17,49,61,36.6,9,65.92,46,61,0.79,9,63.32,43,54,67.8
86-0032-00,NCHF,2004,2013,348.86,9,88.57,49,61,81.03,9,73.71,46,61,0.59,9,67.63,43,54,76.64
86-0041-00,NCHF,2004,2013,193,14,80.04,49,61,84.29,14,74.1,46,61,0.65,13,66.31,43,54,73.48
70-0113-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.82,49,51.34,43,54,51.34
70-0120-01,NCHF,2004,2013,118.42,32,72.99,49,61,88.03,32,74.53,46,61,0.77,34,63.7,43,54,70.41
71-0013-01,NCHF,2004,2013,118.82,22,73.04,49,61,20.81,18,60.38,46,61,0.91,37,61.34,43,54,64.92
71-0013-02,NCHF,2004,2013,99.55,22,70.49,49,61,28.13,18,63.33,46,61,0.86,36,62.1,43,54,65.31
71-0016-00,NCHF,2004,2013,202.19,8,80.71,49,61,115.98,8,77.23,46,61,0.55,84,68.59,43,54,75.51
71-0022-00,NCHF,2004,2013,65.83,12,64.53,49,61,19.31,12,59.64,46,61,1.34,12,55.81,43,54,59.99
70-0098-00,NCHF,2004,2013,129.2,5,74.25,49,61,89.2,5,74.66,46,61,0.41,5,72.78,43,54,73.9
71-0023-00,NCHF,2004,2013,73,12,66.02,49,61,31.47,12,64.43,46,61,1.6,11,53.27,43,54,61.24
71-0040-00,NCHF,2004,2013,13.5,12,41.68,49,61,2.96,12,41.24,46,61,4.75,138,37.56,43,54,40.16
71-0041-00,NCHF,2004,2013,25.58,12,50.9,49,61,10.28,12,53.46,46,61,2.57,111,46.39,43,54,50.25
71-0044-00,NCHF,2004,2013,10,1,37.35,49,61,3.6,1,43.17,46,61,1.2,1,57.37,43,54,45.96
71-0046-00,NCHF,2004,2013,66.36,11,64.64,49,61,31.95,11,64.58,46,61,1.1,10,58.63,43,54,62.62
71-0055-00,NCHF,2004,2013,68.09,13,65.01,49,61,29.97,13,63.96,46,61,0.77,113,63.85,43,54,64.27
71-0057-00,NCHF,2004,2013,36,8,55.82,49,61,18.67,6,59.31,46,61,1.96,37,50.28,43,54,55.14
71-0067-00,NCHF,2004,2013,49.43,15,60.4,49,61,21.88,15,60.87,46,61,0.86,59,62.22,43,54,61.16
71-0069-00,NCHF,2004,2013,23,4,49.36,49,61,5.35,4,47.05,46,61,3.15,11,43.49,43,54,46.63
71-0081-00,NCHF,2004,2013,20.3,27,47.56,49,61,5.92,26,48.05,46,61,2.8,63,45.15,43,54,46.92
13-0041-02,NCHF,2004,2013,42.22,27,58.12,49,61,24.96,21,62.16,46,61,2.09,162,49.37,43,54,56.55
13-0042-00,NCHF,2004,2013,109.5,18,71.87,49,61,43.44,18,67.6,46,61,1.39,18,55.27,43,54,64.91
13-0043-00,NCHF,2004,2013,23.6,5,49.74,49,61,3.88,5,43.9,46,61,1.5,2,54.16,43,54,49.27
13-0044-00,NCHF,2004,2013,215.43,14,81.62,49,61,80.17,10,73.61,46,61,1.07,42,58.99,43,54,71.41
13-0046-00,NCHF,2004,2013,340.71,14,88.23,49,61,152.07,14,79.89,46,61,0.31,14,77.01,43,54,81.71
13-0047-00,NCHF,2004,2013,88.33,6,68.77,49,61,20.22,6,60.09,46,61,0.75,8,64.15,43,54,64.34
13-0048-00,NCHF,2004,2013,95.76,17,69.93,49,61,66.83,17,71.82,46,61,0.62,17,66.81,43,54,69.52
13-0053-00,NCHF,2004,2013,31.17,71,53.75,49,61,12.62,71,55.47,46,61,1.62,129,53.01,43,54,54.08
13-0054-00,NCHF,2004,2013,42.16,50,58.1,49,61,12.14,50,55.09,46,61,1.63,50,52.99,43,54,55.39
13-0056-00,NCHF,2004,2013,36.89,9,56.18,49,61,12.81,9,55.62,46,61,0.52,5,69.42,43,54,60.41
13-0057-00,NCHF,2004,2013,62.87,23,63.86,49,61,35.6,23,65.64,46,61,1.24,25,56.94,43,54,62.15
13-0059-02,NCHF,2004,2013,23,1,49.36,49,61,,,,46,61,,,,43,54,49.36
13-0061-00,NCHF,2004,2013,12,1,39.98,49,61,3.77,1,43.62,46,61,0.8,1,63.22,43,54,48.94
13-0062-00,NCHF,2004,2013,49.2,10,60.33,49,61,5.92,10,48.05,46,61,0.91,10,61.44,43,54,56.61
13-0066-00,NCHF,2004,2013,30.6,5,53.48,49,61,4.48,5,45.31,46,61,1.5,5,54.16,43,54,50.98
13-0068-00,NCHF,2004,2013,21.91,11,48.66,49,61,6.81,11,49.41,46,61,4.32,25,38.91,43,54,45.66
13-0069-01,NCHF,2004,2013,92.46,13,69.43,49,61,48.82,13,68.74,46,61,1.58,58,53.39,43,54,63.85
86-0053-01,NCHF,2004,2013,23.75,8,49.83,49,61,6.37,8,48.77,46,61,2.68,8,45.82,43,54,48.14
86-0053-02,NCHF,2004,2013,20,12,47.35,49,61,7.17,12,49.92,46,61,3.3,90,42.82,43,54,46.7
86-0063-00,NCHF,2004,2013,186.88,8,79.57,49,61,97.56,8,75.53,46,61,0.71,8,65.01,43,54,73.37
86-0065-00,NCHF,2004,2013,38,2,56.6,49,61,5.54,1,47.39,46,61,1,2,60.07,43,54,54.69
86-0066-00,NCHF,2004,2013,19.49,35,46.97,49,61,5.51,35,47.35,46,61,4,152,40.01,43,54,44.78
86-0067-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.8,9,51.5,43,54,51.5
86-0068-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.65,9,52.78,43,54,52.78
86-0069-00,NCHF,2004,2013,22,1,48.72,49,61,5.23,1,46.83,46,61,1.79,10,51.6,43,54,49.05
86-0070-00,NCHF,2004,2013,31.88,8,54.07,49,61,12.5,8,55.38,46,61,1.54,17,53.76,43,54,54.4
86-0073-00,NCHF,2004,2013,16.67,9,44.72,49,61,3.78,9,43.64,46,61,4.96,71,36.92,43,54,41.76
86-0107-00,NCHF,2004,2013,81,9,67.52,49,61,54.11,9,69.75,46,61,0.98,9,60.26,43,54,65.84
86-0112-00,NCHF,2004,2013,445.79,14,92.11,49,61,297.25,12,86.46,46,61,0.25,11,80.13,43,54,86.23
86-0114-00,NCHF,2004,2013,36.97,35,56.21,49,61,15.77,35,57.66,46,61,2.49,29,46.86,43,54,53.58
86-0119-00,NCHF,2004,2013,42.17,6,58.1,49,61,27.83,6,63.23,46,61,1.86,32,51.07,43,54,57.47
86-0086-00,NCHF,2004,2013,1221.31,32,106.64,49,61,2892.37,31,108.78,46,61,0.35,137,74.94,43,54,96.79
86-0090-00,NCHF,2004,2013,78.25,10,67.02,49,61,60.97,10,70.92,46,61,0.73,48,64.49,43,54,67.48
86-0106-00,NCHF,2004,2013,431.34,25,91.63,49,61,72.21,23,72.58,46,61,0.83,44,62.69,43,54,75.63
71-0096-00,NCHF,2004,2013,18.75,12,46.42,49,61,6.34,12,48.72,46,61,2.46,16,47.04,43,54,47.39
71-0123-00,NCHF,2004,2013,16.58,12,44.65,49,61,4.82,12,46.02,46,61,3.21,82,43.21,43,54,44.63
71-0141-00,NCHF,2004,2013,149.83,70,76.39,49,61,62.01,67,71.09,46,61,0.59,85,67.68,43,54,71.72
71-0145-00,NCHF,2004,2013,60.59,73,63.33,49,61,25.14,70,62.23,46,61,0.68,169,65.6,43,54,63.72
71-0146-00,NCHF,2004,2013,92.18,73,69.38,49,61,48.51,70,68.68,46,61,0.95,115,60.78,43,54,66.28
71-0147-00,NCHF,2004,2013,108.31,73,71.71,49,61,56.77,70,70.22,46,61,0.58,114,67.84,43,54,69.92
71-0158-00,NCHF,2004,2013,24.67,10,50.37,49,61,7.1,10,49.82,46,61,2.69,55,45.72,43,54,48.64
71-0159-00,NCHF,2004,2013,26.22,3,51.25,49,61,6.7,3,49.26,46,61,2.36,56,47.62,43,54,49.38
71-0167-00,NCHF,2004,2013,26.15,9,51.21,49,61,7.71,9,50.64,46,61,3.38,127,42.45,43,54,48.1
72-0013-00,NCHF,2004,2013,,,,49,61,,,,46,61,,,,43,54,0
72-0017-00,NCHF,2004,2013,160,1,77.33,49,61,,,,46,61,,,,43,54,77.33
72-0042-00,WCBP,2004,2013,200,8,80.55,64,76,101.19,8,75.89,64,74,0.56,20,68.33,60,70,74.92
72-0050-01,WCBP,2004,2013,243.93,14,83.42,64,76,55.2,1,69.95,64,74,0.21,14,82.2,60,70,78.52
72-0069-00,WCBP,2004,2013,191,5,79.89,64,76,43,3,67.5,64,74,0.25,3,79.79,60,70,75.73
72-0089-00,WCBP,2004,2013,,,,64,76,,,,64,74,0.76,18,63.94,60,70,63.94
73-0001-00,NCHF,2004,2013,25,12,50.57,49,61,6.5,12,48.96,46,61,3.27,12,42.95,43,54,47.49
71-0082-00,NCHF,2004,2013,18.24,27,46.02,49,61,5.83,27,47.89,46,61,3.1,98,43.71,43,54,45.87
73-0002-00,NCHF,2004,2013,30,12,53.2,49,61,10.08,12,53.27,46,61,2.5,12,46.78,43,54,51.08
13-0073-00,NCHF,2004,2013,46.56,16,59.53,49,61,22.38,16,61.09,46,61,3.06,15,43.88,43,54,54.83
13-0074-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.56,98,53.64,43,54,53.64
13-0079-00,NCHF,2004,2013,,,,49,61,,,,46,61,1.4,115,55.13,43,54,55.13
13-0083-01,NCHF,2004,2013,102.64,11,70.93,49,61,54.11,11,69.75,46,61,0.84,158,62.47,43,54,67.72
13-0083-02,NCHF,2004,2013,33.91,11,54.96,49,61,17.93,10,58.91,46,61,1.75,270,51.91,43,54,55.26
13-0154-00,NCHF,2004,2013,,,,49,61,13.52,12,56.14,46,61,2.18,12,48.8,43,54,52.47
14-0018-00,NCHF,2004,2013,25.58,12,50.9,49,61,6.17,12,48.45,46,61,2.23,11,48.45,43,54,49.27
14-0021-00,NCHF,2004,2013,57.17,12,62.49,49,61,27,12,62.93,46,61,1.65,11,52.75,43,54,59.39
14-0029-00,NCHF,2004,2013,,,,49,61,,,,46,61,2.5,1,46.8,43,54,46.8
14-0030-00,NCHF,2004,2013,33,12,54.57,49,61,14.08,12,56.55,46,61,2.21,11,48.6,43,54,53.24
14-0044-00,NCHF,2004,2013,108,1,71.67,49,61,,,,46,61,,,,43,54,71.67
14-0049-00,NCHF,2004,2013,51.5,8,60.99,49,61,21.21,8,60.56,46,61,1.18,8,57.68,43,54,59.74
13-0069-02,NCHF,2004,2013,79.91,11,67.32,49,61,59.91,11,70.75,46,61,1.45,143,54.67,43,54,64.25
86-0163-00,NCHF,2004,2013,23.56,9,49.71,49,61,9.78,9,52.97,46,61,2.58,87,46.36,43,54,49.68
86-0120-00,NCHF,2004,2013,51.88,25,61.09,49,61,29.24,25,63.71,46,61,1.4,55,55.16,43,54,59.99
86-0122-00,NCHF,2004,2013,195.56,9,80.23,49,61,112.56,9,76.94,46,61,0.7,9,65.23,43,54,74.13
86-0134-01,NCHF,2004,2013,21,36,48.05,49,61,8.5,36,51.59,46,61,3.35,191,42.56,43,54,47.4
86-0134-03,NCHF,2004,2013,36.41,17,55.99,49,61,19.44,16,59.71,46,61,1.78,171,51.66,43,54,55.79
86-0168-00,NCHF,2004,2013,58.6,35,62.85,49,61,33.69,35,65.1,46,61,0.91,35,61.36,43,54,63.1
86-0171-00,NCHF,2004,2013,24.07,28,50.02,49,61,4.71,28,45.81,46,61,4.11,22,39.62,43,54,45.15
86-0178-00,NCHF,2004,2013,37.25,8,56.32,49,61,22.66,8,61.21,46,61,1.33,8,55.94,43,54,57.82
86-0182-00,NCHF,2004,2013,54.78,9,61.88,49,61,31.56,9,64.46,46,61,1.47,61,54.48,43,54,60.27
86-0183-00,NCHF,2004,2013,50.26,35,60.64,49,61,26.26,34,62.66,46,61,1.21,132,57.2,43,54,60.17
86-0139-01,NCHF,2004,2013,106.5,8,71.46,49,61,55.88,8,70.07,46,61,0.76,8,64.05,43,54,68.53
86-0139-02,NCHF,2004,2013,163.25,8,77.62,49,61,80.25,8,73.62,46,61,0.49,8,70.39,43,54,73.88
86-0140-00,NCHF,2004,2013,76.4,15,66.67,49,61,53.73,15,69.68,46,61,1.06,15,59.12,43,54,65.16
86-0146-00,NCHF,2004,2013,14.95,20,43.15,49,61,4.7,20,45.78,46,61,3.95,42,40.19,43,54,43.04
